id,Gender,Age,Driving_License,Region_Code,Previously_Insured,Vehicle_Age,Vehicle_Damage,Annual_Premium,Policy_Sales_Channel,Vintage,Response
41539,Female,49,1,43,0,1-2 Year,Yes,26449,30,146,0
41540,Female,35,1,30,0,1-2 Year,Yes,35346,124,246,1
41541,Male,23,1,8,1,< 1 Year,No,63514,152,283,0
41542,Male,68,1,35,1,1-2 Year,Yes,27620,26,93,0
41543,Male,51,1,41,0,1-2 Year,Yes,26344,26,156,1
41544,Female,47,1,28,1,1-2 Year,Yes,39487,124,71,0
41545,Female,22,1,15,0,< 1 Year,Yes,50382,152,238,0
41546,Male,44,1,28,0,1-2 Year,No,41138,26,266,0
41547,Male,41,1,46,1,1-2 Year,No,21997,26,219,0
41548,Female,48,1,28,1,1-2 Year,No,34847,26,261,0
41549,Female,25,1,8,1,< 1 Year,No,33290,152,106,0
41550,Female,26,1,8,0,< 1 Year,Yes,2630,7,216,0
41551,Female,38,1,41,0,> 2 Years,Yes,31601,26,27,0
41552,Male,27,1,28,0,1-2 Year,Yes,89721,124,218,1
41553,Male,32,1,43,0,< 1 Year,Yes,27340,152,185,0
41554,Male,43,1,17,1,1-2 Year,Yes,44238,22,30,0
41555,Female,56,1,33,0,1-2 Year,No,32858,11,122,0
41556,Male,29,1,30,1,< 1 Year,No,25287,152,126,0
41557,Male,74,1,37,1,1-2 Year,No,51220,26,283,0
41558,Female,20,1,12,0,< 1 Year,Yes,40959,152,162,0
41559,Male,25,1,29,1,< 1 Year,No,38652,152,158,0
41560,Female,24,1,8,1,< 1 Year,No,55655,152,125,0
41561,Male,49,1,20,0,1-2 Year,Yes,2630,156,122,0
41562,Male,57,1,41,0,1-2 Year,Yes,26323,26,137,1
41563,Female,26,1,3,1,< 1 Year,No,25283,152,294,0
41564,Male,74,1,28,0,1-2 Year,Yes,44836,122,98,0
41565,Female,24,1,46,1,< 1 Year,No,42918,152,175,0
41566,Male,27,1,3,1,< 1 Year,No,36539,152,82,0
41567,Male,52,1,3,1,1-2 Year,Yes,23469,124,79,0
41568,Male,61,1,45,1,1-2 Year,No,32673,26,165,0
41569,Male,73,1,3,0,1-2 Year,Yes,28289,124,207,1
41570,Male,25,1,29,1,< 1 Year,No,30899,152,169,0
41571,Male,60,1,28,0,> 2 Years,Yes,71254,26,291,0
41572,Male,24,1,11,1,< 1 Year,No,29533,152,138,0
41573,Female,23,1,18,1,< 1 Year,No,32994,152,83,0
41574,Female,37,1,49,1,1-2 Year,No,2630,160,18,0
41575,Female,26,1,28,0,< 1 Year,Yes,68083,152,233,0
41576,Male,29,1,15,0,1-2 Year,Yes,33222,26,166,1
41577,Female,26,1,30,1,< 1 Year,No,24870,152,223,0
41578,Male,48,1,11,0,1-2 Year,Yes,40299,124,107,1
41579,Male,37,1,41,0,1-2 Year,Yes,42804,124,91,0
41580,Male,24,1,7,1,< 1 Year,No,27972,152,218,0
41581,Female,26,1,8,0,< 1 Year,Yes,2630,152,177,0
41582,Male,29,1,30,1,< 1 Year,No,43866,151,172,0
41583,Female,74,1,41,0,1-2 Year,Yes,28036,124,113,0
41584,Female,56,1,28,0,1-2 Year,Yes,2630,26,41,0
41585,Male,20,1,46,1,< 1 Year,No,26340,160,86,0
41586,Female,39,1,33,0,1-2 Year,Yes,2630,61,69,0
41587,Female,26,1,28,0,< 1 Year,Yes,44810,26,121,0
41588,Male,46,1,28,0,1-2 Year,Yes,111327,124,246,1
41589,Male,22,1,36,0,< 1 Year,No,33180,152,25,0
41590,Male,32,1,35,1,1-2 Year,Yes,2630,163,28,0
41591,Male,28,1,30,1,< 1 Year,No,41836,152,256,0
41592,Male,51,1,3,0,1-2 Year,Yes,2630,157,88,0
41593,Female,21,1,13,0,< 1 Year,No,22488,152,40,0
41594,Male,47,1,11,1,1-2 Year,No,2630,124,15,0
41595,Male,58,1,43,0,1-2 Year,Yes,31233,26,111,0
41596,Female,41,1,33,1,1-2 Year,No,2630,160,229,0
41597,Female,46,1,35,0,1-2 Year,No,37635,124,171,0
41598,Female,50,1,8,0,1-2 Year,No,36507,124,257,0
41599,Female,47,1,28,0,1-2 Year,Yes,41460,163,245,0
41600,Male,32,1,50,0,< 1 Year,Yes,20431,124,254,0
41601,Female,54,1,51,1,1-2 Year,No,2630,26,180,0
41602,Female,22,1,30,1,< 1 Year,No,40862,152,23,0
41603,Male,72,1,28,0,1-2 Year,Yes,27709,124,51,0
41604,Female,56,1,28,0,1-2 Year,Yes,44623,157,14,0
41605,Male,24,1,28,0,< 1 Year,Yes,40301,152,172,0
41606,Female,41,1,28,0,1-2 Year,Yes,43814,26,135,0
41607,Female,24,1,24,0,< 1 Year,Yes,2630,152,80,0
41608,Female,56,1,28,0,1-2 Year,Yes,49668,26,13,1
41609,Male,42,1,28,0,1-2 Year,Yes,41943,163,150,1
41610,Female,35,1,5,0,1-2 Year,Yes,33590,124,112,0
41611,Female,23,1,29,1,< 1 Year,No,35313,152,266,0
41612,Female,74,0,28,0,1-2 Year,Yes,37136,42,295,0
41613,Male,55,1,28,0,1-2 Year,Yes,48631,55,29,0
41614,Female,53,1,28,0,1-2 Year,Yes,36437,26,17,0
41615,Female,21,1,46,0,< 1 Year,Yes,26241,160,238,0
41616,Female,35,1,18,1,1-2 Year,No,31672,152,87,0
41617,Female,24,1,47,1,< 1 Year,No,38630,151,214,0
41618,Male,44,1,28,0,1-2 Year,Yes,58718,26,225,1
41619,Female,22,1,8,1,< 1 Year,No,28611,152,259,0
41620,Male,27,1,48,0,< 1 Year,Yes,2630,152,21,0
41621,Male,25,1,10,1,< 1 Year,No,24521,160,181,0
41622,Female,24,1,28,1,< 1 Year,No,46578,152,204,0
41623,Female,48,1,28,0,1-2 Year,Yes,73736,154,73,0
41624,Male,20,1,9,0,< 1 Year,Yes,29773,160,67,0
41625,Male,63,1,41,0,1-2 Year,Yes,2630,156,63,0
41626,Female,24,1,22,0,< 1 Year,Yes,25259,160,283,0
41627,Male,29,1,16,0,< 1 Year,Yes,2630,152,278,0
41628,Male,55,1,28,0,> 2 Years,Yes,38497,26,60,1
41629,Female,45,1,41,0,> 2 Years,Yes,29336,154,208,0
41630,Male,65,1,8,0,> 2 Years,Yes,62738,124,194,0
41631,Female,45,1,28,0,1-2 Year,Yes,60389,3,68,0
41632,Female,48,1,11,0,1-2 Year,Yes,30444,26,105,0
41633,Female,22,1,14,1,< 1 Year,No,54240,152,177,0
41634,Male,39,1,28,1,1-2 Year,No,26719,52,138,0
41635,Male,54,1,28,1,1-2 Year,No,36966,122,27,0
41636,Female,21,1,15,0,< 1 Year,Yes,64874,160,274,0
41637,Female,26,1,41,1,< 1 Year,No,28778,152,264,0
41638,Male,26,1,50,1,< 1 Year,No,22284,152,242,0
41639,Male,67,1,46,0,1-2 Year,Yes,2630,25,39,1
41640,Male,70,1,8,1,1-2 Year,No,49414,7,290,0
41641,Male,52,1,4,0,> 2 Years,Yes,2630,156,161,0
41642,Male,72,0,28,0,> 2 Years,Yes,51821,122,113,0
41643,Female,22,1,41,1,< 1 Year,Yes,35635,152,249,0
41644,Male,39,1,0,0,1-2 Year,Yes,2630,26,123,0
41645,Male,23,1,8,1,< 1 Year,No,41854,152,28,0
41646,Male,21,1,21,1,< 1 Year,No,2630,152,264,0
41647,Female,73,1,28,1,1-2 Year,Yes,29808,26,234,0
41648,Female,58,1,28,0,> 2 Years,Yes,44243,26,181,1
41649,Female,21,1,15,0,< 1 Year,Yes,28504,152,236,0
41650,Male,44,1,28,0,> 2 Years,Yes,57966,124,122,1
41651,Male,48,1,39,1,1-2 Year,No,32190,127,272,0
41652,Male,67,1,46,1,1-2 Year,No,42576,26,97,0
41653,Female,39,1,30,1,1-2 Year,No,31047,152,233,0
41654,Male,40,1,28,0,1-2 Year,Yes,55358,52,106,1
41655,Female,21,1,29,1,< 1 Year,No,27501,152,206,0
41656,Female,31,1,37,1,< 1 Year,No,33043,152,187,0
41657,Male,40,1,35,0,1-2 Year,Yes,24755,124,100,0
41658,Male,42,1,28,1,1-2 Year,No,26837,122,161,0
41659,Female,28,1,46,1,< 1 Year,No,28940,152,262,0
41660,Male,25,1,10,1,< 1 Year,No,39152,152,99,0
41661,Male,24,1,29,1,< 1 Year,No,42138,152,97,0
41662,Female,45,1,8,1,1-2 Year,No,2630,124,121,0
41663,Female,32,1,28,0,1-2 Year,Yes,2630,157,51,0
41664,Female,22,1,35,1,< 1 Year,No,33368,152,99,0
41665,Male,43,1,43,0,1-2 Year,Yes,34133,156,216,0
41666,Male,55,1,8,0,1-2 Year,Yes,48447,152,298,0
41667,Male,43,1,46,0,> 2 Years,Yes,51832,122,282,1
41668,Male,71,1,8,1,1-2 Year,No,50115,124,173,0
41669,Male,24,1,28,0,1-2 Year,Yes,34091,124,264,1
41670,Female,24,1,40,0,< 1 Year,Yes,43361,151,148,0
41671,Female,27,1,7,1,< 1 Year,No,41153,152,162,0
41672,Female,24,1,33,1,< 1 Year,No,34911,151,281,0
41673,Male,50,1,11,0,1-2 Year,Yes,29419,124,203,1
41674,Female,22,1,6,1,< 1 Year,No,29722,152,177,0
41675,Female,39,1,46,0,1-2 Year,Yes,29137,152,62,0
41676,Male,49,1,8,0,1-2 Year,Yes,32305,124,280,0
41677,Female,25,1,9,1,< 1 Year,No,32781,152,271,0
41678,Female,49,1,28,0,1-2 Year,Yes,2630,26,282,1
41679,Male,50,1,46,0,1-2 Year,No,27495,124,45,0
41680,Female,24,1,6,1,< 1 Year,No,29100,152,174,0
41681,Male,48,1,23,1,1-2 Year,No,28764,124,36,0
41682,Male,20,1,9,0,< 1 Year,Yes,30073,160,82,1
41683,Male,24,1,41,1,< 1 Year,No,2630,152,99,0
41684,Male,21,1,13,1,< 1 Year,No,32895,160,217,0
41685,Male,22,1,46,0,< 1 Year,Yes,36960,152,270,0
41686,Male,27,1,6,1,< 1 Year,Yes,34370,152,150,0
41687,Female,22,1,30,1,< 1 Year,No,27473,152,236,0
41688,Male,48,1,28,1,1-2 Year,No,42430,124,106,0
41689,Male,50,1,28,0,> 2 Years,Yes,35968,26,178,0
41690,Female,35,1,46,0,1-2 Year,Yes,25606,124,36,1
41691,Female,42,1,45,1,1-2 Year,No,2630,26,281,0
41692,Male,62,1,15,1,1-2 Year,No,32331,26,132,0
41693,Male,70,1,28,0,1-2 Year,Yes,38985,26,244,1
41694,Female,22,1,46,0,< 1 Year,Yes,28820,152,110,0
41695,Male,54,1,8,0,1-2 Year,Yes,35679,26,149,0
41696,Female,21,1,26,0,< 1 Year,Yes,37119,160,71,0
41697,Female,25,1,28,1,< 1 Year,No,28477,152,286,0
41698,Female,44,1,28,0,1-2 Year,Yes,56605,26,118,0
41699,Male,25,1,19,1,< 1 Year,No,2630,160,149,0
41700,Male,62,1,33,0,1-2 Year,No,39368,124,34,0
41701,Female,26,1,36,1,< 1 Year,No,32295,152,111,0
41702,Female,23,1,28,1,< 1 Year,No,44569,152,76,0
41703,Male,21,1,11,1,< 1 Year,No,33836,160,106,0
41704,Male,29,1,11,0,1-2 Year,Yes,36881,156,11,0
41705,Male,76,1,28,1,1-2 Year,No,39423,122,133,0
41706,Male,51,1,28,0,1-2 Year,Yes,29382,26,116,1
41707,Male,27,1,21,1,< 1 Year,No,35810,152,119,0
41708,Male,37,1,28,1,1-2 Year,No,68630,124,54,0
41709,Female,24,1,41,1,< 1 Year,No,16638,152,243,0
41710,Male,38,1,35,0,1-2 Year,Yes,32284,26,175,0
41711,Female,23,1,3,1,< 1 Year,No,29486,152,181,0
41712,Female,21,1,32,0,< 1 Year,Yes,25586,152,186,0
41713,Male,24,1,15,0,< 1 Year,Yes,32073,152,287,1
41714,Female,50,1,15,0,1-2 Year,Yes,2630,124,115,0
41715,Male,44,1,50,0,1-2 Year,Yes,35722,124,228,0
41716,Female,25,1,12,1,< 1 Year,No,2630,152,181,0
41717,Male,25,1,28,1,< 1 Year,No,30912,151,33,0
41718,Female,24,1,40,1,< 1 Year,No,30057,152,107,0
41719,Male,25,1,28,1,< 1 Year,No,52700,124,197,0
41720,Male,46,1,28,0,1-2 Year,Yes,65086,26,173,0
41721,Female,74,1,28,1,1-2 Year,No,58681,124,199,0
41722,Male,22,1,28,0,< 1 Year,No,44095,152,163,0
41723,Male,61,1,24,1,1-2 Year,No,2630,124,254,0
41724,Female,28,1,28,0,1-2 Year,Yes,54964,26,12,1
41725,Male,22,1,8,1,< 1 Year,No,42764,152,46,0
41726,Female,23,1,15,0,< 1 Year,No,31289,152,155,0
41727,Female,25,1,30,0,< 1 Year,No,31071,152,115,0
41728,Female,76,1,28,0,1-2 Year,Yes,2630,52,280,0
41729,Female,23,1,6,1,< 1 Year,No,23034,152,260,0
41730,Male,50,1,41,0,1-2 Year,Yes,32476,124,159,0
41731,Male,24,1,28,1,< 1 Year,No,37034,152,266,0
41732,Male,25,1,29,1,< 1 Year,No,37591,152,280,0
41733,Female,25,1,29,1,< 1 Year,No,28644,152,105,0
41734,Male,29,1,28,0,< 1 Year,Yes,39785,152,144,1
41735,Male,59,1,8,0,1-2 Year,Yes,63519,152,124,0
41736,Male,50,1,28,0,1-2 Year,Yes,42004,26,15,0
41737,Female,30,1,8,0,1-2 Year,Yes,37613,26,158,1
41738,Female,43,1,28,0,1-2 Year,Yes,34363,124,56,0
41739,Female,23,1,45,1,< 1 Year,No,2630,152,134,0
41740,Female,30,1,30,1,< 1 Year,No,2630,152,187,0
41741,Female,34,1,46,0,1-2 Year,Yes,2630,157,292,1
41742,Male,32,1,28,0,< 1 Year,Yes,41755,124,268,1
41743,Female,56,1,20,0,1-2 Year,Yes,2630,157,188,0
41744,Male,24,1,47,1,< 1 Year,No,33281,152,64,0
41745,Male,62,1,15,0,1-2 Year,No,35272,124,272,0
41746,Male,21,1,15,1,< 1 Year,No,75240,152,238,0
41747,Male,48,1,28,0,> 2 Years,Yes,70274,124,133,0
41748,Male,44,1,25,0,1-2 Year,Yes,2630,26,217,0
41749,Male,49,1,39,1,1-2 Year,No,30379,26,175,0
41750,Male,39,1,28,1,1-2 Year,No,28799,26,45,0
41751,Male,55,1,50,1,1-2 Year,No,31739,30,68,0
41752,Female,24,1,46,1,< 1 Year,No,32958,152,126,0
41753,Male,20,1,24,0,< 1 Year,Yes,36538,160,267,0
41754,Female,22,1,15,0,< 1 Year,Yes,29927,26,53,0
41755,Male,43,1,47,1,1-2 Year,No,37527,124,86,0
41756,Female,66,1,15,1,1-2 Year,No,2630,152,230,0
41757,Female,67,1,28,0,1-2 Year,Yes,41398,26,139,0
41758,Female,25,1,36,0,< 1 Year,No,31654,152,64,0
41759,Male,39,1,28,0,1-2 Year,Yes,50521,26,23,0
41760,Female,21,1,22,1,< 1 Year,No,28627,152,197,0
41761,Male,71,1,18,1,1-2 Year,Yes,30754,124,160,0
41762,Male,42,1,3,1,1-2 Year,No,2630,26,174,0
41763,Male,72,1,46,1,1-2 Year,Yes,56881,122,113,0
41764,Male,57,1,12,1,1-2 Year,Yes,26803,26,154,0
41765,Male,39,1,4,0,1-2 Year,No,26607,152,22,0
41766,Female,27,1,41,1,< 1 Year,No,19790,152,243,0
41767,Female,30,1,46,1,< 1 Year,No,22988,152,200,0
41768,Male,45,1,28,0,1-2 Year,Yes,2630,156,226,0
41769,Female,35,1,28,0,1-2 Year,Yes,46098,124,259,1
41770,Female,25,1,34,0,< 1 Year,Yes,2630,160,267,0
41771,Male,27,1,36,1,< 1 Year,No,40634,152,130,0
41772,Female,47,1,33,1,1-2 Year,Yes,2630,156,194,0
41773,Male,27,1,48,0,< 1 Year,Yes,2630,124,269,0
41774,Male,22,1,15,1,< 1 Year,Yes,35741,152,22,0
41775,Male,53,1,28,0,> 2 Years,Yes,38772,26,30,0
41776,Male,21,1,13,0,< 1 Year,Yes,25886,152,113,0
41777,Male,53,1,28,1,1-2 Year,Yes,38497,163,181,0
41778,Male,36,1,41,0,1-2 Year,Yes,32321,26,282,1
41779,Female,24,1,35,1,< 1 Year,No,41693,152,81,0
41780,Female,22,1,30,1,< 1 Year,No,25695,152,133,0
41781,Female,22,1,6,1,< 1 Year,No,22210,152,190,0
41782,Female,23,1,2,0,< 1 Year,Yes,30046,152,140,0
41783,Male,63,1,3,1,1-2 Year,Yes,37412,26,153,0
41784,Female,26,1,9,1,< 1 Year,No,25970,152,251,0
41785,Female,25,1,11,0,< 1 Year,No,29466,152,99,0
41786,Female,40,1,28,0,1-2 Year,Yes,33877,26,45,0
41787,Female,37,1,50,0,1-2 Year,Yes,39223,124,214,0
41788,Female,44,1,28,0,1-2 Year,No,32803,124,76,0
41789,Male,24,1,28,0,< 1 Year,Yes,24752,152,64,0
41790,Female,34,1,46,0,1-2 Year,Yes,25272,154,73,1
41791,Male,21,1,28,0,< 1 Year,Yes,52158,152,232,1
41792,Female,26,1,8,0,< 1 Year,Yes,43969,152,214,0
41793,Female,45,1,28,0,1-2 Year,Yes,41312,124,142,1
41794,Male,58,1,28,1,1-2 Year,No,43964,124,299,0
41795,Male,24,1,39,0,< 1 Year,Yes,25182,152,258,0
41796,Female,47,1,28,0,> 2 Years,Yes,48811,26,159,1
41797,Female,24,1,26,1,< 1 Year,No,27661,151,37,0
41798,Female,42,1,19,0,1-2 Year,Yes,2630,124,269,0
41799,Female,25,1,28,0,< 1 Year,Yes,28818,26,191,1
41800,Female,22,1,46,1,< 1 Year,No,35846,152,49,0
41801,Male,26,1,7,1,< 1 Year,No,47913,152,157,0
41802,Female,22,1,49,0,< 1 Year,Yes,2630,160,177,0
41803,Female,24,1,49,1,< 1 Year,No,28840,152,94,0
41804,Male,29,1,27,0,< 1 Year,No,2630,160,134,0
41805,Female,41,1,29,0,1-2 Year,Yes,44359,124,273,0
41806,Male,43,1,36,0,1-2 Year,Yes,2630,156,253,0
41807,Female,29,1,28,0,1-2 Year,No,40140,157,61,0
41808,Male,23,1,11,0,< 1 Year,Yes,46995,152,156,0
41809,Male,24,1,29,1,< 1 Year,No,24916,152,280,0
41810,Female,69,1,47,1,1-2 Year,No,45775,124,77,0
41811,Female,23,1,46,1,< 1 Year,No,26360,152,200,0
41812,Male,61,1,33,0,1-2 Year,No,2630,138,20,0
41813,Male,40,1,28,1,1-2 Year,No,33877,26,294,0
41814,Female,25,1,35,1,< 1 Year,Yes,23213,152,291,0
41815,Male,25,1,6,0,< 1 Year,No,25206,152,207,0
41816,Male,30,1,14,1,< 1 Year,No,41858,152,283,0
41817,Male,47,1,28,0,1-2 Year,Yes,40255,124,203,0
41818,Female,38,1,35,0,1-2 Year,Yes,21198,124,159,1
41819,Male,53,1,8,0,> 2 Years,Yes,66407,26,186,1
41820,Male,34,1,46,0,1-2 Year,Yes,33574,124,284,0
41821,Female,22,1,29,1,< 1 Year,No,18220,152,287,0
41822,Female,27,1,21,1,< 1 Year,No,34327,152,124,0
41823,Female,45,1,28,0,1-2 Year,Yes,48128,26,258,1
41824,Female,38,1,28,0,1-2 Year,Yes,31470,26,236,1
41825,Female,30,1,14,1,< 1 Year,No,29309,152,97,0
41826,Male,26,1,29,0,< 1 Year,Yes,33119,152,167,0
41827,Male,23,1,9,1,< 1 Year,No,25002,152,273,0
41828,Male,26,1,28,1,< 1 Year,No,34688,152,82,0
41829,Male,44,1,38,0,> 2 Years,Yes,27005,26,208,1
41830,Male,25,1,29,1,< 1 Year,No,23026,152,40,0
41831,Male,70,1,8,0,1-2 Year,Yes,40804,7,129,1
41832,Female,20,1,8,1,< 1 Year,Yes,38498,160,170,0
41833,Female,45,1,8,0,1-2 Year,Yes,2630,157,179,1
41834,Female,25,1,29,0,< 1 Year,Yes,37973,152,190,0
41835,Female,38,1,39,1,1-2 Year,No,26329,26,265,0
41836,Male,47,1,50,0,1-2 Year,Yes,2630,26,296,0
41837,Male,52,1,28,0,1-2 Year,Yes,28825,122,131,1
41838,Female,70,1,24,1,1-2 Year,No,24179,124,288,0
41839,Female,40,1,41,1,1-2 Year,No,35604,152,157,0
41840,Male,51,1,28,0,1-2 Year,Yes,46357,13,159,0
41841,Male,21,1,32,0,< 1 Year,Yes,2630,154,47,0
41842,Female,58,1,7,0,1-2 Year,Yes,44515,124,182,1
41843,Female,27,1,32,1,< 1 Year,No,2630,152,160,0
41844,Male,34,1,28,0,1-2 Year,Yes,46090,124,141,0
41845,Female,25,1,15,1,< 1 Year,No,2630,152,207,0
41846,Female,22,1,17,1,< 1 Year,No,35617,152,184,0
41847,Male,24,1,37,0,< 1 Year,Yes,38850,151,116,0
41848,Male,33,1,7,0,1-2 Year,Yes,2630,26,125,0
41849,Female,28,1,15,1,< 1 Year,No,31783,152,19,0
41850,Male,80,1,28,0,1-2 Year,Yes,60318,26,210,0
41851,Male,60,1,50,0,1-2 Year,Yes,31647,26,126,0
41852,Female,23,1,3,1,< 1 Year,No,46792,152,30,0
41853,Male,45,1,0,1,1-2 Year,No,2630,25,83,0
41854,Female,65,1,28,0,> 2 Years,Yes,51323,26,289,0
41855,Male,39,1,28,0,1-2 Year,Yes,26476,26,194,0
41856,Male,29,1,36,1,< 1 Year,No,2630,152,10,0
41857,Male,61,1,28,0,1-2 Year,Yes,40140,163,254,1
41858,Male,23,1,36,1,< 1 Year,No,56947,26,196,0
41859,Male,27,1,31,1,1-2 Year,No,2630,155,112,0
41860,Female,46,1,28,0,1-2 Year,Yes,72971,124,102,0
41861,Female,24,1,41,1,< 1 Year,No,38302,152,38,0
41862,Male,30,1,43,0,1-2 Year,Yes,29867,124,106,1
41863,Male,36,1,18,0,1-2 Year,No,20528,124,182,0
41864,Female,27,1,2,1,< 1 Year,No,30062,152,24,0
41865,Female,65,1,48,1,1-2 Year,No,2630,124,116,0
41866,Male,68,1,28,1,1-2 Year,No,49571,124,206,0
41867,Male,43,1,28,0,1-2 Year,Yes,25859,124,176,1
41868,Female,43,1,35,1,1-2 Year,No,33373,124,253,0
41869,Female,65,1,33,0,1-2 Year,Yes,2630,29,60,0
41870,Female,25,1,29,1,< 1 Year,No,33353,152,189,0
41871,Male,54,1,28,0,1-2 Year,Yes,44153,124,12,0
41872,Male,27,1,28,1,< 1 Year,No,43701,152,188,0
41873,Male,34,1,30,1,1-2 Year,No,26561,152,86,0
41874,Male,29,1,46,0,1-2 Year,Yes,2630,156,206,0
41875,Male,50,1,28,0,> 2 Years,Yes,49229,124,42,0
41876,Female,22,1,49,0,< 1 Year,Yes,2630,152,233,0
41877,Female,27,1,50,1,< 1 Year,No,29547,152,116,0
41878,Male,48,1,28,0,1-2 Year,Yes,39207,124,21,0
41879,Male,42,1,50,1,1-2 Year,No,33096,26,88,0
41880,Female,22,1,20,1,< 1 Year,No,2630,152,162,0
41881,Female,24,1,29,1,< 1 Year,No,41115,152,127,0
41882,Male,29,1,43,1,< 1 Year,No,21098,152,39,0
41883,Female,26,1,35,0,< 1 Year,Yes,31318,152,69,0
41884,Female,24,1,8,1,< 1 Year,No,60222,160,207,0
41885,Female,23,1,11,0,< 1 Year,Yes,25713,152,56,0
41886,Male,21,1,8,0,< 1 Year,Yes,43576,152,202,1
41887,Female,50,1,28,0,1-2 Year,Yes,44944,26,17,0
41888,Male,52,1,52,0,1-2 Year,Yes,37420,26,242,1
41889,Female,26,1,30,1,< 1 Year,No,28070,152,165,0
41890,Female,25,1,36,1,< 1 Year,No,27452,152,146,0
41891,Male,38,1,28,0,1-2 Year,Yes,23248,124,167,0
41892,Female,32,1,28,0,< 1 Year,No,27119,124,65,0
41893,Male,22,1,41,0,< 1 Year,Yes,40400,152,68,0
41894,Female,29,1,8,1,< 1 Year,No,53641,152,200,0
41895,Male,27,1,41,1,1-2 Year,No,38453,26,205,0
41896,Male,40,1,28,0,1-2 Year,Yes,46868,26,241,0
41897,Female,57,1,28,0,1-2 Year,Yes,39648,124,148,1
41898,Male,49,1,46,0,1-2 Year,Yes,43367,11,18,0
41899,Male,40,1,8,0,> 2 Years,Yes,2630,156,133,0
41900,Female,50,1,48,0,1-2 Year,Yes,2630,26,85,0
41901,Male,63,1,39,1,1-2 Year,No,35605,26,181,0
41902,Female,28,1,29,0,< 1 Year,No,34493,152,42,0
41903,Male,45,1,28,1,1-2 Year,No,40394,124,232,0
41904,Female,25,1,16,0,< 1 Year,Yes,19644,152,70,0
41905,Male,54,1,28,0,1-2 Year,Yes,49787,124,222,0
41906,Male,55,1,29,0,1-2 Year,Yes,35702,124,212,1
41907,Female,22,1,28,1,1-2 Year,No,27944,163,170,0
41908,Male,52,1,28,0,1-2 Year,Yes,40262,124,68,1
41909,Female,23,1,15,0,< 1 Year,No,27266,152,161,0
41910,Male,54,1,29,1,1-2 Year,No,57375,26,162,0
41911,Male,51,1,41,0,> 2 Years,Yes,35335,124,55,0
41912,Female,71,1,28,0,> 2 Years,Yes,24836,26,146,1
41913,Female,49,1,35,1,1-2 Year,No,27432,7,67,0
41914,Female,39,1,50,1,1-2 Year,Yes,36397,26,263,0
41915,Male,50,1,33,0,1-2 Year,Yes,37966,26,123,0
41916,Female,21,1,2,1,< 1 Year,No,30755,152,52,0
41917,Female,65,1,37,1,1-2 Year,No,26178,26,96,0
41918,Male,53,1,28,0,1-2 Year,Yes,49725,26,39,0
41919,Female,59,1,48,1,1-2 Year,No,2630,124,235,0
41920,Male,21,1,49,0,< 1 Year,Yes,37709,152,221,0
41921,Female,20,1,24,1,< 1 Year,No,44353,160,230,0
41922,Female,70,1,24,1,1-2 Year,No,37416,124,239,0
41923,Female,25,1,45,1,< 1 Year,No,2630,152,240,0
41924,Female,24,1,36,0,< 1 Year,Yes,2630,152,106,0
41925,Male,41,1,41,0,1-2 Year,No,2630,157,81,1
41926,Female,26,1,43,1,< 1 Year,No,2630,152,19,0
41927,Female,20,1,47,1,< 1 Year,Yes,2630,160,123,0
41928,Male,61,1,28,1,1-2 Year,No,24056,29,99,0
41929,Female,50,1,28,0,> 2 Years,Yes,25206,26,100,0
41930,Female,24,1,29,1,< 1 Year,No,26652,152,57,0
41931,Female,52,1,28,0,1-2 Year,Yes,47225,124,63,0
41932,Male,25,1,8,1,< 1 Year,No,54600,152,264,0
41933,Male,47,1,0,0,1-2 Year,Yes,2630,124,97,0
41934,Female,44,1,8,1,1-2 Year,No,30209,154,117,0
41935,Female,39,1,28,1,1-2 Year,No,42372,26,14,0
41936,Male,32,1,28,1,< 1 Year,No,55462,152,228,0
41937,Female,23,1,36,0,< 1 Year,Yes,47819,152,13,0
41938,Female,25,1,41,1,< 1 Year,No,24331,152,206,0
41939,Male,25,1,36,1,< 1 Year,No,46127,152,81,0
41940,Male,33,1,18,0,1-2 Year,Yes,32563,124,61,0
41941,Female,22,1,11,1,< 1 Year,No,26142,152,196,0
41942,Male,43,1,28,0,1-2 Year,Yes,54105,55,250,0
41943,Male,37,1,28,0,1-2 Year,Yes,50889,26,181,0
41944,Male,74,1,37,1,1-2 Year,No,39142,124,111,0
41945,Male,43,1,36,1,1-2 Year,No,28023,26,93,0
41946,Male,25,1,16,1,< 1 Year,No,19887,152,211,0
41947,Female,22,1,50,1,< 1 Year,No,42422,152,151,0
41948,Female,23,1,30,1,< 1 Year,No,23840,152,79,0
41949,Male,47,1,28,0,1-2 Year,No,39309,124,243,0
41950,Male,62,1,41,1,1-2 Year,No,40845,136,48,0
41951,Male,23,1,12,0,< 1 Year,Yes,24905,152,291,0
41952,Male,42,1,28,0,1-2 Year,Yes,27949,26,263,0
41953,Male,59,0,20,0,1-2 Year,Yes,2630,124,236,0
41954,Female,22,1,28,1,< 1 Year,Yes,47795,152,288,0
41955,Female,49,1,28,0,1-2 Year,Yes,28886,26,272,1
41956,Female,27,1,22,1,< 1 Year,No,45602,152,50,0
41957,Female,47,1,41,0,1-2 Year,Yes,2630,26,176,1
41958,Female,38,1,28,1,1-2 Year,No,28389,26,101,0
41959,Female,25,1,21,1,< 1 Year,No,2630,152,28,0
